Book Id,Title,Author,Author l-f,Additional Authors,ISBN,ISBN13,My Rating,Average Rating,Publisher,Binding,Number of Pages,Year Published,Original Publication Year,Date Read,Date Added,Bookshelves,Bookshelves with positions,Exclusive Shelf,My Review,Spoiler,Private Notes,Read Count,Owned Copies
14662,The Red and the Black,Stendhal,"Stendhal, Stendhal",Roger Gard,"=""0140447644""","=""9780140447644""",0,3.86,Penguin Classics,Paperback,577,2002,1830,,2023/10/19,"to-read, top-100-book-poster","to-read (#118), top-100-book-poster (#49)",to-read,,,,0,0
17245,Dracula,Bram Stoker,"Stoker, Bram","Rubén Toledo, Nina Auerbach, David J. Skal","=""0393970124""","=""9780393970128""",0,4.02,Norton,Paperback,488,1986,1897,,2023/01/16,"to-read, top-100-book-poster","to-read (#5), top-100-book-poster (#48)",to-read,,,,0,0
7144,Crime and Punishment,Fyodor Dostoevsky,"Dostoevsky, Fyodor","David McDuff, Joseph Frank","=""""","=""""",0,4.28,Penguin,Paperback,671,2002,1866,,2023/10/19,"to-read, top-100-book-poster","to-read (#117), top-100-book-poster (#47)",to-read,,,,0,0
17385189,The Pictures of Dorian Gray,Oscar Wilde,"Wilde, Oscar",,"=""1434441555""","=""9781434441553""",0,4.13,Wildside Press,Paperback,392,2013,1890,,2023/10/19,"to-read, top-100-book-poster","to-read (#116), top-100-book-poster (#46)",to-read,,,,0,0
656,War and Peace,Leo Tolstoy,"Tolstoy, Leo","Aylmer Maude, Louise Maude","=""0192833987""","=""9780192833983""",0,4.16,Oxford University Press,Paperback,1392,1998,1869,,2023/10/19,"to-read, top-100-book-poster","to-read (#115), top-100-book-poster (#45)",to-read,,,,0,0
6310,"Charlie and the Chocolate Factory (Charlie Bucket, #1)",Roald Dahl,"Dahl, Roald",Quentin Blake,"=""0142403881""","=""9780142403884""",0,4.16,Puffin Books,Paperback,176,2005,1964,,2023/10/19,top-100-book-poster,top-100-book-poster (#44),read,,,,1,0
18490,Frankenstein,Mary Wollstonecraft Shelley,"Shelley, Mary Wollstonecraft",,"=""""","=""""",5,3.88,Penguin,Paperback,288,2003,1818,,2011/08/26,top-100-book-poster,top-100-book-poster (#41),read,,,,1,0
343,Perfume: The Story of a Murderer,Patrick Süskind,"Süskind, Patrick",John E. Woods,"=""""","=""""",0,4.04,Penguin Books,Paperback,263,1987,1985,,2023/10/19,"to-read, top-100-book-poster","to-read (#114), top-100-book-poster (#40)",to-read,,,,0,0
2547,The Prophet,Kahlil Gibran,"Gibran, Kahlil",,"=""000100039X""","=""9780001000391""",0,4.23,Rupa & Co,Paperback,127,2003,1923,,2023/10/19,"to-read, top-100-book-poster","to-read (#113), top-100-book-poster (#39)",to-read,,,,0,0
36236124,Fight Club,Chuck Palahniuk,"Palahniuk, Chuck",,"=""0393355942""","=""9780393355949""",0,4.18,W. W. Norton & Company,Paperback,224,2018,1996,,2023/10/19,"to-read, top-100-book-poster","to-read (#112), top-100-book-poster (#36)",to-read,,,,0,0
6514,The Bell Jar,Sylvia Plath,"Plath, Sylvia",,"=""0571268862""","=""9780571268863""",0,4.06,Harper Perennial Modern Classics,Paperback,294,2006,1963,,2023/10/19,"to-read, top-100-book-poster","to-read (#111), top-100-book-poster (#35)",to-read,,,,0,0
1852,The Call of the Wild,Jack London,"London, Jack",Avi,"=""""","=""""",0,3.91,Scholastic,Mass Market Paperback,172,2001,1903,,2023/10/19,"to-read, top-100-book-poster","to-read (#109), top-100-book-poster (#33)",to-read,,,,0,0
14836,Midnight’s Children,Salman Rushdie,"Rushdie, Salman",,"=""0099578514""","=""9780099578512""",0,3.98,Vintage,Paperback,647,1995,1981,,2023/10/19,"to-read, top-100-book-poster","to-read (#108), top-100-book-poster (#32)",to-read,,,,0,0
4473,A Prayer for Owen Meany,John Irving,"Irving, John",,"=""0552135399""","=""9780552135399""",0,4.24,Black Swan,Paperback,637,1990,1989,,2023/10/19,"to-read, top-100-book-poster","to-read (#107), top-100-book-poster (#31)",to-read,,,,0,0
99107,"Winnie-the-Pooh (Winnie-the-Pooh, #1)",A.A. Milne,"Milne, A.A.",Ernest H. Shepard,"=""0525467564""","=""9780525467564""",5,4.38,Dutton Juvenile,Hardcover,161,2001,1928,2023/10/01,2023/10/01,top-100-book-poster,top-100-book-poster (#30),read,,,,1,0
4981,Slaughterhouse-Five,Kurt Vonnegut Jr.,"Jr., Kurt Vonnegut",,"=""""","=""""",5,4.10,Dial Press,Paperback,275,1999,1969,2023/10/07,2023/02/18,top-100-book-poster,top-100-book-poster (#29),read,,,,1,0
88077,The Magic Mountain,Thomas Mann,"Mann, Thomas",John E. Woods,"=""""","=""9780593688137""",0,4.13,Vintage,Kindle Edition,706,1996,1924,,2023/10/19,"to-read, top-100-book-poster","to-read (#106), top-100-book-poster (#28)",to-read,,,,0,0
52036,Siddhartha,Hermann Hesse,"Hesse, Hermann","Hilda Rosner, Zigmantas Ardickas","=""""","=""""",0,4.08,Bantam Books,Mass Market Paperback,152,1981,1922,,2023/10/19,"to-read, top-100-book-poster","to-read (#105), top-100-book-poster (#26)",to-read,,,,0,0
7190,The Three Musketeers,Alexandre Dumas,"Dumas, Alexandre","Richard Pevear, Philip Bates, William Barrow, August Zoller, Marisa Zini, Moshe Ukle, Pierre Toutain-Dorbec, John      Lee, Jacques Georges Clemenc Le Clercq, Natalie Montoto, S.M. Sheley, Daniel Rasmusson, Louis Jourdan, Walter Covell, Michael Page, Michael Hugh Johnson, Sylvie Thorel-Cailleteau, Milo Winter, Bill Homewood, Arthur Paul John Charles James Gore Sudley, S.N. Rizvi, Giorgio Manganelli, William Robson, Isabel Ely Lord, Александр Дюма","=""""","=""""",0,4.10,Modern Library,Paperback,625,2001,1844,,2023/10/19,"to-read, top-100-book-poster","to-read (#104), top-100-book-poster (#25)",to-read,,,,0,0
3869,A Brief History of Time,Stephen Hawking,"Hawking, Stephen",,"=""0553380168""","=""9780553380163""",4,4.21,Bantam Books,Paperback,226,1998,1988,2023/10/06,2023/09/30,top-100-book-poster,top-100-book-poster (#24),read,,,,1,0
264,The Portrait of a Lady,Henry James,"James, Henry","Geoffrey Moore, Patricia Crick","=""0141439637""","=""9780141439631""",0,3.79,Penguin Classics,Paperback,797,2003,1881,,2023/10/19,"to-read, top-100-book-poster","to-read (#103), top-100-book-poster (#23)",to-read,,,,0,0
60671823,Alice's Adventures in Wonderland,Lewis Carroll,"Carroll, Lewis",Chris Riddell,"=""152900246X""","=""9781529002461""",0,3.99,Pan Macmillan,Hardcover,320,,1865,,2023/10/19,top-100-book-poster,top-100-book-poster (#22),read,,,,1,0
8130423,"The Battle of the Labyrinth (Percy Jackson and the Olympians, #4)",Rick Riordan,"Riordan, Rick",,"=""""","=""""",0,4.42,Disney Hyperion,Kindle Edition,361,2009,2008,,2023/10/17,,,read,,,,0,0
59357120,Yellowface,R.F. Kuang,"Kuang, R.F.",,"=""""","=""""",3,3.74,The Borough Press,Hardcover,329,2023,2023,2023/10/13,2023/10/13,,,read,,,,1,0
59344312,Verity,Colleen Hoover,"Hoover, Colleen",,"=""153872474X""","=""9781538724743""",2,4.30,Grand Central Publishing,ebook,336,2021,2018,2023/10/11,2023/10/11,nyc-collection,nyc-collection (#136),read,,,,1,0
57653419,"Imago (Xenogenesis, #3)",Octavia E. Butler,"Butler, Octavia E.",,"=""1538753731""","=""9781538753736""",0,4.20,Grand Central Publishing,Paperback,258,2021,1989,,2023/10/10,to-read,to-read (#102),to-read,,,,0,0
146486537,The Whalebone Theatre,Joanna   Quinn,"Quinn, Joanna",,"=""0593467159""","=""9780593467152""",0,4.05,Vintage,Paperback,576,2023,2022,,2023/10/10,to-read,to-read (#101),to-read,,,,0,0
58111573,"The Mirror & the Light (Thomas Cromwell, #3)",Hilary Mantel,"Mantel, Hilary",,"=""125081877X""","=""9781250818775""",0,4.40,Henry Holt and Co.,Kindle Edition,913,2020,2020,,2023/10/10,to-read,to-read (#100),to-read,,,,0,0
57293430,"Capote's Women: A True Story of Love, Betrayal, and a Swan Song for an Era",Laurence Leamer,"Leamer, Laurence",,"=""0593328094""","=""9780593328095""",0,3.82,G.P. Putnam's Sons,Kindle Edition,368,2021,2021,,2023/10/10,to-read,to-read (#99),to-read,,,,0,0
61220889,"Ordinary Monsters (The Talents Trilogy, #1)",J.M. Miro,"Miro, J.M.",,"=""1250862183""","=""9781250862181""",0,3.78,Flatiron Books,Paperback,672,2023,2022,,2023/10/10,to-read,to-read (#98),to-read,,,,0,0
2429135,The Girl With the Dragon Tattoo (Millennium #1),Stieg Larsson,"Larsson, Stieg",Reg Keeland,"=""0670069019""","=""9780670069019""",4,4.17,Viking Canada,Hardcover,480,2008,2005,2023/10/10,2023/05/15,"nyc-collection, top-100-book-poster","nyc-collection (#101), top-100-book-poster (#15)",read,,,,1,0
61294937,"The Adventures of Amina al-Sirafi (Amina al-Sirafi, #1)",Shannon Chakraborty,"Chakraborty, Shannon",,"=""""","=""""",3,4.26,Harper Voyager,Hardcover,483,2023,2023,2023/10/04,2023/05/11,,,read,,,,1,0
55427204,The Tangleroot Palace,Marjorie M. Liu,"Liu, Marjorie M.",,"=""1616963522""","=""9781616963521""",0,3.96,Tachyon Publications,Paperback,239,2021,2021,,2023/10/02,to-read,to-read (#96),to-read,,,,0,0
8127,"Anne of Green Gables (Anne of Green Gables, #1)",L.M. Montgomery,"Montgomery, L.M.",,"=""0451528824""","=""9780451528827""",0,4.32,Signet,Mass Market Paperback,320,2003,1908,,2023/10/01,top-100-book-poster,top-100-book-poster (#3),read,,,,1,0
3836,Don Quixote,Miguel de Cervantes Saavedra,"Saavedra, Miguel de Cervantes","Roberto González Echevarría, John Rutherford","=""""","=""""",0,3.90,Penguin Books,Paperback,1023,2003,1615,,2023/10/01,top-100-book-poster,top-100-book-poster (#5),read,,,,1,0
24178,Charlotte’s Web,E.B. White,"White, E.B.","Garth Williams, Rosemary Wells","=""0064410935""","=""9780064410939""",0,4.20,HarperCollinsPublishers,Paperback,184,2001,1952,,2023/10/01,top-100-book-poster,top-100-book-poster (#10),read,,,,1,0
36377471,Les Miserables,Victor Hugo,"Hugo, Victor",Isabel Florence Hapgood,"=""0486822184""","=""9780486822181""",0,4.21,Dover Publications,Paperback,1376,2018,1862,,2023/10/01,"to-read, top-100-book-poster","to-read (#95), top-100-book-poster (#20)",to-read,,,,0,0
2932,Robinson Crusoe,Daniel Defoe,"Defoe, Daniel",Virginia Woolf,"=""""","=""""",0,3.68,Modern Library,Hardcover,320,2001,1719,,2023/10/01,"to-read, top-100-book-poster","to-read (#94), top-100-book-poster (#19)",to-read,,,,0,0
190372,The Last Samurai,Helen DeWitt,"DeWitt, Helen",,"=""0786887001""","=""9780786887002""",0,4.12,Miramax,Paperback,544,2002,2000,,2023/10/01,"to-read, top-100-book-poster","to-read (#93), top-100-book-poster (#18)",to-read,,,,0,0
2175,Madame Bovary,Gustave Flaubert,"Flaubert, Gustave","Mark Overstall, Malcolm Bowie, Margaret Mauldon","=""0192840398""","=""9780192840394""",0,3.71,Oxford University Press,Paperback,329,2004,1856,,2023/10/01,"to-read, top-100-book-poster","to-read (#92), top-100-book-poster (#17)",to-read,,,,0,0
126609,Sister Carrie,Theodore Dreiser,"Dreiser, Theodore",,"=""0393960420""","=""9780393960426""",0,3.77,W W Norton & Co Inc,Paperback,580,1991,1900,,2023/10/01,"to-read, top-100-book-poster","to-read (#91), top-100-book-poster (#16)",to-read,,,,0,0
23919,The Complete Stories and Poems,Edgar Allan Poe,"Poe, Edgar Allan",,"=""0385074077""","=""9780385074070""",0,4.40,"Doubleday & Company, Inc.",Hardcover,821,1984,1849,,2023/10/01,"to-read, top-100-book-poster","to-read (#90), top-100-book-poster (#14)",to-read,,,,0,0
1934,"Little Women (Little Women, #1)",Louisa May Alcott,"Alcott, Louisa May","Regina Barreca, Grzegorz Komerski, Marta Fihel","=""""","=""""",0,4.16,Signet Classics,Mass Market Paperback,449,2004,1868,,2023/10/01,"to-read, top-100-book-poster","to-read (#89), top-100-book-poster (#12)",to-read,,,,0,0
7733,Gulliver’s Travels,Jonathan Swift,"Swift, Jonathan",Robert DeMaria Jr.,"=""0141439491""","=""9780141439495""",0,3.59,Penguin,Paperback,306,2017,1726,,2023/10/01,"to-read, top-100-book-poster","to-read (#88), top-100-book-poster (#8)",to-read,,,,0,0
32585,Hunger,Knut Hamsun,"Hamsun, Knut",,"=""0486431681""","=""9780486431680""",0,4.04,Dover Publications,Paperback,134,2003,1890,,2023/10/01,"to-read, top-100-book-poster","to-read (#87), top-100-book-poster (#4)",to-read,,,,0,0
12194,Lord Jim,Joseph Conrad,"Conrad, Joseph","Linda Dryden, Cathy J. Schlund-Vials, Rosa Poveda Valiente","=""1551111721""","=""9781551111728""",0,3.61,Broadview Press,Paperback,455,2000,1900,,2023/10/01,"to-read, top-100-book-poster","to-read (#86), top-100-book-poster (#2)",to-read,,,,0,0
48506393,"A Venom Dark and Sweet (The Book of Tea, #2)",Judy I. Lin,"Lin, Judy I.",,"=""""","=""""",3,3.61,Feiwel and Friends,Unknown Binding,352,2022,2022,2023/09/28,2023/09/28,,,read,,,,1,0
49247266,To Hold Up the Sky,Liu Cixin,"Cixin, Liu",,"=""1250306086""","=""9781250306081""",5,3.82,Tordotcom,Hardcover,336,2020,2020,2023/09/19,2023/02/18,nyc-collection,nyc-collection (#122),read,,,,1,0
6,"Harry Potter and the Goblet of Fire (Harry Potter, #4)",J.K. Rowling,"Rowling, J.K.",Mary GrandPré,"=""0439139597""","=""9780439139595""",5,4.57,Scholastic,Paperback,734,2002,2000,,2023/09/12,home-collection,home-collection (#41),read,,,,1,0
2,"Harry Potter and the Order of the Phoenix (Harry Potter, #5)",J.K. Rowling,"Rowling, J.K.",Mary GrandPré,"=""""","=""""",5,4.50,Scholastic Inc.,Paperback,912,2004,2003,,2023/09/12,home-collection,home-collection (#42),read,,,,1,0
57404864,American Dirt,Jeanine Cummins,"Cummins, Jeanine",,"=""1250209781""","=""9781250209788""",0,4.37,Holt Paperbacks,Paperback,400,2022,2020,,2023/09/12,"to-read, nyc-collection","to-read (#83), nyc-collection (#130)",to-read,,,,0,0
29390486,The Punisher vs. The Marvel Universe,Garth Ennis,"Ennis, Garth","Len Wein, John Ostrander, Greg Rucka, Jonathan Maberry, Nick Percival, Doug Braithwaite, Ross Andru, Pasqual Ferry, John McCrea, Carmine Di Giandomenico, Goran Parlov","=""1302484478""","=""9781302484477""",0,3.90,Marvel,Kindle Edition,458,2016,2016,,2023/09/12,home-collection,home-collection (#37),read,,,,1,0
20906789,"Letter 44, Volume 1: Escape Velocity",Charles Soule,"Soule, Charles","Alberto Jiménez Alburquerque, Guy Major, Dan Jackson","=""1620101335""","=""9781620101339""",0,3.91,Oni Press,Paperback,144,2014,2014,,2023/09/12,,,read,,,,1,0
42078268,"Avengers West Coast Epic Collection, Vol. 1: How The West Was Won",Roger Stern,"Stern, Roger","Steve Englehart, Bob Hall, Al Milgrom, Richard Howell, Bob Harras, David Michelinie, Luke McDonnell, Kerry Gammill","=""130250603X""","=""9781302506032""",0,3.77,Marvel,Kindle Edition,497,2018,2018,,2023/09/12,home-collection,home-collection (#36),read,,,,1,0
25425999,"Kaptara, Vol. 1: Fear Not, Tiny Alien",Chip Zdarsky,"Zdarsky, Chip","Kagan McLeod, Becka Kinzie, Drew Gill","=""1632155575""","=""9781632155573""",0,3.49,Image Comics,Paperback,128,2015,2015,,2023/09/12,home-collection,home-collection (#35),read,,,,1,0
30971768,"Dynastic, Bombastic, Fantastic: Reggie, Rollie, Catfish, and Charlie Finley’s Swingin’ A’s",Jason Turbow,"Turbow, Jason",,"=""0544303172""","=""9780544303171""",0,4.30,Houghton Mifflin Harcourt,Hardcover,400,2017,2017,,2023/09/12,home-collection,home-collection (#34),read,,,,1,0
297673,The Brief Wondrous Life of Oscar Wao,Junot Díaz,"Díaz, Junot",,"=""1594489580""","=""9781594489587""",5,3.89,Riverhead Books,Hardcover,335,2007,2007,,2023/01/16,"nyc-collection, home-collection","nyc-collection (#47), home-collection (#33)",read,,,,1,0
30613797,The Underground Railroad,Colson Whitehead,"Whitehead, Colson",Bahni Turpin,"=""1524736252""","=""9781524736255""",0,4.06,Random House Audio,Audio CD,11,2016,2016,,2023/09/12,to-read,to-read (#85),to-read,,,,0,0
32148570,Before We Were Yours,Lisa Wingate,"Wingate, Lisa",,"=""0425284689""","=""9780425284681""",0,4.40,Ballantine Books,Hardcover,342,2017,2017,,2023/09/12,"to-read, home-collection","to-read (#84), home-collection (#32)",to-read,,,,0,0
376831,Drown,Junot Díaz,"Díaz, Junot",,"=""1573220418""","=""9781573220415""",0,4.01,Riverhead Hardcover,Hardcover,208,1996,1995,,2023/09/12,,,read,,,,1,0
5499873,The Graveyard Book,Neil Gaiman,"Gaiman, Neil",Dave McKean,"=""0747598835""","=""9780747598831""",0,4.16,Bloomsbury,Paperback,312,2008,2008,,2023/09/12,home-collection,home-collection (#29),read,,,,1,0
24904280,A Strangeness in My Mind,Orhan Pamuk,"Pamuk, Orhan",Ekin Oklap,"=""0307700291""","=""9780307700292""",0,4.15,Knopf,Hardcover,624,2015,2014,,2023/09/12,,,read,,,,1,0
23176652,The Chairman,Kevin J. Dunne,"Dunne, Kevin J.",,"=""1496932897""","=""9781496932891""",0,4.67,AuthorHouse,Paperback,310,2014,2014,,2023/09/12,home-collection,home-collection (#26),read,,,,1,0
905418,American Prometheus: The Triumph and Tragedy of J. Robert Oppenheimer,Kai Bird,"Bird, Kai",Martin J. Sherwin,"=""""","=""""",0,4.32,Alfred A. Knopf (NY),Hardcover,721,2005,2005,,2023/09/12,"to-read, home-collection","to-read (#82), home-collection (#25)",to-read,,,,0,0
147023494,By Kevin J. Dunne The Chairman [Paperback],Kevin J Dunne,"Dunne, Kevin J",,"=""""","=""""",0,0.0,Authorhouse Aug - 2014,Paperback,0,1619,,,2023/09/12,,,read,,,,1,0
17262179,"Thank You For Arguing: What Aristotle, Lincoln, And Homer Simpson Can Teach Us About the Art of Persuasion",Jay Heinrichs,"Heinrichs, Jay",,"=""0385347758""","=""9780385347754""",0,3.58,Three Rivers Press,Paperback,432,2013,2007,,2023/09/12,"to-read, home-collection","to-read (#81), home-collection (#24)",to-read,,,,0,0
5096865,In Cold Blood,Truman Capote,"Capote, Truman",,"=""""","=""""",0,4.09,Vintage,Kindle Edition,368,2001,1966,,2023/09/12,home-collection,home-collection (#23),read,,,,1,0
61030,The Country Under My Skin: A Memoir of Love and War,Gioconda Belli,"Belli, Gioconda",,"=""1400032164""","=""9781400032167""",0,4.22,Knopf Doubleday Publishing Group,Paperback,380,2003,2001,,2023/09/12,"to-read, home-collection","to-read (#80), home-collection (#22)",to-read,,,,0,0
1205297,Playing for Pizza,John Grisham,"Grisham, John",,"=""0385525001""","=""9780385525008""",5,3.52,Doubleday Books,Hardcover,262,2007,2007,,2012/01/09,"4th-quarter, nyc-collection, home-collection","4th-quarter (#37), nyc-collection (#39), home-collection (#20)",read,,,,1,0
5346,The Last Juror,John Grisham,"Grisham, John",,"=""0385339682""","=""9780385339681""",5,3.95,Delta,Paperback,278,2006,2004,,2023/02/02,home-collection,home-collection (#19),read,,,,1,0
34121119,"Camino Island (Camino Island, #1)",John Grisham,"Grisham, John",,"=""0385543026""","=""9780385543026""",5,3.82,Doubleday,Hardcover,290,2017,2017,,2023/02/02,home-collection,home-collection (#18),read,,,,1,0
57865158,"The Judge's List (The Whistler, #2)",John Grisham,"Grisham, John",,"=""0385546025""","=""9780385546027""",5,4.14,Doubleday,Hardcover,357,2021,2021,,2023/02/02,home-collection,home-collection (#17),read,,,,1,0
61065355,The Boys from Biloxi,John Grisham,"Grisham, John",,"=""0385548923""","=""9780385548922""",5,4.05,Doubleday,Hardcover,464,2022,2022,,2023/02/02,home-collection,home-collection (#16),read,,,,1,0
43701061,The Guardians,John Grisham,"Grisham, John",,"=""0385544189""","=""9780385544184""",5,4.14,Doubleday,Hardcover,370,2019,2019,,2023/02/02,home-collection,home-collection (#15),read,,,,1,0
53529219,"A Time for Mercy (Jake Brigance, #3)",John Grisham,"Grisham, John",,"=""0385545975""","=""9780385545976""",5,4.29,Random House,Kindle Edition,480,2020,2020,,2023/02/02,home-collection,home-collection (#14),read,,,,1,0
1248179,The Appeal,John Grisham,"Grisham, John",,"=""0385515049""","=""9780385515047""",4,3.64,Doubleday Books,Hardcover,358,2008,2008,,2012/01/09,"4th-quarter, home-collection","4th-quarter (#9), home-collection (#13)",read,,,,1,0
5349,The Rainmaker,John Grisham,"Grisham, John",,"=""""","=""""",5,4.01,Delta,Paperback,419,2005,1995,,2012/01/09,"4th-quarter, favorites, home-collection","4th-quarter (#42), favorites (#6), home-collection (#12)",read,,,,1,0
5345,The Innocent Man: Murder and Injustice in a Small Town,John Grisham,"Grisham, John",,"=""0385517238""","=""9780385517232""",3,3.86,Doubleday,Hardcover,360,2006,2006,,2012/01/09,home-collection,home-collection (#11),read,,,,1,0
29354916,"The Whistler (The Whistler, #1)",John Grisham,"Grisham, John",,"=""0385541201""","=""9780385541206""",5,3.97,Vintage,Kindle Edition,424,2016,2016,,2023/02/02,home-collection,home-collection (#10),read,,,,1,0
25387351,"Rogue Lawyer (Rogue Lawyer, #1)",John Grisham,"Grisham, John",,"=""0385539436""","=""9780385539432""",5,3.80,Doubleday,Hardcover,344,2015,2015,,2023/02/02,home-collection,home-collection (#9),read,,,,1,0
17288661,"Sycamore Row (Jake Brigance, #2)",John Grisham,"Grisham, John",,"=""0385537131""","=""9780385537131""",5,4.09,Doubleday,Hardcover,447,2013,2013,,2023/02/02,home-collection,home-collection (#8),read,,,,1,0
7933437,The Confession,John Grisham,"Grisham, John",,"=""0385528043""","=""9780385528047""",3,3.92,Doubleday,Hardcover,418,2010,2010,,2012/01/09,home-collection,home-collection (#7),read,,,,1,0
3613997,The Associate,John Grisham,"Grisham, John",,"=""0385517831""","=""9780385517836""",4,3.71,Doubleday Books,Hardcover,373,2009,2009,2011/08/29,2011/08/28,home-collection,home-collection (#6),read,,,,1,0
1110,The Broker,John Grisham,"Grisham, John",,"=""0385340540""","=""9780385340540""",4,3.84,Delta,Paperback,422,2006,2005,,2012/01/09,"4th-quarter, home-collection","4th-quarter (#41), home-collection (#5)",read,,,,1,0
11600163,The Litigators,John Grisham,"Grisham, John",,"=""1444729705""","=""9781444729702""",4,3.89,London : Hodder & Stoughton,Hardcover,385,2011,2011,,2012/01/09,"4th-quarter, home-collection","4th-quarter (#36), home-collection (#4)",read,,,,1,0
32499,The Pelican Brief,John Grisham,"Grisham, John",,"=""0385339704""","=""9780385339704""",4,4.06,Delta,Paperback,400,2006,1992,,2012/01/09,home-collection,home-collection (#3),read,,,,1,0
223380,Stories of Your Life and Others,Ted Chiang,"Chiang, Ted",,"=""0330426648""","=""9780330426640""",5,4.26,Small Beer Press,ebook,281,2010,2002,,2023/01/26,"favorites, home-collection","favorites (#4), home-collection (#2)",read,,,,1,0
29044,The Secret History,Donna Tartt,"Tartt, Donna",,"=""1400031702""","=""9781400031702""",0,4.16,Vintage,Paperback,559,1992,1992,,2023/09/09,to-read,to-read (#79),to-read,,,,0,0
662,Atlas Shrugged,Ayn Rand,"Rand, Ayn",Leonard Peikoff,"=""0452011876""","=""9780452011878""",0,3.69,Plume,Paperback,1168,1999,1957,,2023/09/08,to-read,to-read (#78),to-read,,,,0,0
32506586,Ender's Game,Orson Scott Card,"Card, Orson Scott",,"=""0120000180""","=""9780120000180""",5,4.31,Starscape,Paperback,0,2002,1985,2023/09/05,2023/09/04,,,read,,,,1,0
19037783,The Drowned World,J.G. Ballard,"Ballard, J.G.",Martin Amis,"=""0871403315""","=""9780871403315""",5,3.48,Liveright,Kindle Edition,209,2012,1962,2023/08/30,2023/08/06,,,read,,,,1,0
24331386,The View from the Cheap Seats: Selected Nonfiction,Neil Gaiman,"Gaiman, Neil",,"=""0062262262""","=""9780062262264""",3,3.96,William Morrow,Hardcover,522,2016,2016,2023/08/26,2023/04/17,nyc-collection,nyc-collection (#54),read,,,,1,0
19438058,Zen and the Art of Motorcycle Maintenance,Robert M. Pirsig,"Pirsig, Robert M.",,"=""""","=""""",3,3.78,HarperCollins e-books,ebook,442,2009,1974,2023/08/22,2023/08/03,,,read,,,,1,0
3375878,"The Absolute Sandman, Volume 4",Neil Gaiman,"Gaiman, Neil","Marc Hempel, Michael Zulli, D'Israeli, Richard Case, Charles Vess, Teddy Kristiansen, Jon J. Muth, Kevin Nowlan, Dean Ormston, Glyn Dillion, Daniel Vozzo, Todd Klein, Dave McKean","=""1401210856""","=""9781401210854""",5,4.69,Vertigo,Slipcased Hardcover,608,2008,1996,2023/08/13,2023/07/20,nyc-collection,nyc-collection (#127),read,,,,1,0
2186848,"The Absolute Sandman, Volume 3",Neil Gaiman,"Gaiman, Neil",,"=""1401210848""","=""9781401210847""",5,4.69,Vertigo,Slipcased Hardcover,616,2008,1993,2023/08/11,2023/07/20,nyc-collection,nyc-collection (#129),read,,,,1,0
40961621,"King Leopold's Ghost: A Story of Greed, Terror, and Heroism in Colonial Africa",Adam Hochschild,"Hochschild, Adam",,"=""""","=""""",0,4.18,Mariner Books,ebook,442,1999,1998,,2023/08/10,to-read,to-read (#77),to-read,,,,0,0
1025685,"The Absolute Sandman, Volume 2",Neil Gaiman,"Gaiman, Neil","Shawn McManus, Kelley Jones, Mike Dringenberg, Bryan Talbot, John Watkiss, Matt Wagner, Stan Woch, Colleen Doran, Duncan Eagleson, John Bolton, Malcolm Jones III, George Pratt, Dick Giordano, P. Craig Russell, Vince Locke, Daniel Vozzo, Steve Oliff, Todd Klein, Dave McKean","=""140121083X""","=""9781401210830""",5,4.66,Vertigo,Slipcased Hardcover,616,2007,1992,2023/08/08,2023/07/20,nyc-collection,nyc-collection (#128),read,,,,1,0
23753,"The Absolute Sandman, Volume 1",Neil Gaiman,"Gaiman, Neil","Mike Dringenberg, Chris Bachalo, Michael Zulli, Kelly  Jones, Charles Vess, Colleen Doran, Malcolm Jones III, Steve Parkhouse, Daniel Vozzo, Lee Loughridge, Steve Oliff, Todd Klein, Dave McKean, Sam Kieth","=""1401210821""","=""9781401210823""",5,4.64,Vertigo,Slipcased Hardcover,612,2006,1990,2023/08/07,2023/07/20,nyc-collection,nyc-collection (#126),read,,,,1,0
13355605,VALIS,Philip K. Dick,"Dick, Philip K.",,"=""0547601344""","=""9780547601342""",0,3.92,Mariner Books,Kindle Edition,244,2011,1981,,2023/08/06,to-read,to-read (#75),to-read,,,,0,0
18302455,"The Circle (The Circle, #1)",Dave Eggers,"Eggers, Dave",,"=""""","=""""",3,3.43,Knopf,Hardcover,493,2013,2013,2023/08/04,2023/05/15,,,read,,,,1,0
60197169,Our Missing Hearts,Celeste Ng,"Ng, Celeste",,"=""0593492552""","=""9780593492550""",4,3.80,Penguin Press,Kindle Edition,352,2022,2022,2023/08/04,2023/03/11,,,read,,,,1,0
58535626,"The Burning God (The Poppy War, #3)",R.F. Kuang,"Kuang, R.F.",,"=""""","=""""",5,4.30,,ebook,1488,,2020,2023/08/03,2023/07/30,,,read,,,,1,0
58535541,"The Dragon Republic (The Poppy War, #2)",R.F. Kuang,"Kuang, R.F.",,"=""""","=""""",4,4.37,,ebook,1453,,2019,2023/08/01,2023/07/30,,,read,,,,1,0
62627284,"Monstress, Book Two",Marjorie M. Liu,"Liu, Marjorie M.",Sana Takeda,"=""""","=""""",5,4.57,Image Comics,Kindle Edition,522,2022,2022,2023/07/25,2023/07/19,,,read,,,,1,0
17235026,"The Girl with All the Gifts (The Girl With All the Gifts, #1)",M.R. Carey,"Carey, M.R.",,"=""0356500152""","=""9780356500157""",4,3.95,Orbit ,Paperback,461,2014,2014,2023/07/24,2023/07/17,nyc-collection,nyc-collection (#124),read,,,,1,0
