Book Id,Title,Author,Author l-f,Additional Authors,ISBN,ISBN13,My Rating,Average Rating,Publisher,Binding,Number of Pages,Year Published,Original Publication Year,Date Read,Date Added,Bookshelves,Bookshelves with positions,Exclusive Shelf,My Review,Spoiler,Private Notes,Read Count,Owned Copies
7095831,"Ship Breaker (Ship Breaker, #1)",Paolo Bacigalupi,"Bacigalupi, Paolo",,"=""0316056219""","=""9780316056212""",0,3.75,"Little, Brown Books for Young Readers",Hardcover,326,2010,2010,,2012/05/31,4th-quarter,4th-quarter (#81),read,,,,1,0
12814594,"The Drowned Cities (Ship Breaker, #2)",Paolo Bacigalupi,"Bacigalupi, Paolo",,"=""0316056243""","=""9780316056243""",0,3.90,"Little, Brown Books for Young Readers",Hardcover,437,2012,2012,,2012/05/31,4th-quarter,4th-quarter (#80),read,,,,1,0
123543,"The Bourne Legacy (Jason Bourne, #4)",Eric Van Lustbader,"Lustbader, Eric Van",Robert Ludlum,"=""0312999526""","=""9780312999520""",0,3.90,St. Martin's Paperbacks,Mass Market Paperback,597,2005,1995,,2012/05/31,4th-quarter,4th-quarter (#79),read,,,,1,0
15769,"The Bourne Supremacy (Jason Bourne, #2)",Robert Ludlum,"Ludlum, Robert",,"=""0752863886""","=""9780752863887""",0,4.11,Orion,Mass Market Paperback,688,2004,1986,,2012/05/31,4th-quarter,4th-quarter (#78),read,,,,1,0
693208,The Absolutely True Diary of a Part-Time Indian,Sherman Alexie,"Alexie, Sherman",Ellen Forney,"=""0316013684""","=""9780316013680""",0,4.06,"Little, Brown Books for Young Readers",Hardcover,230,2007,2007,,2012/05/31,4th-quarter,4th-quarter (#76),read,,,,1,0
13152,"The Angel Experiment (Maximum Ride, #1)",James  Patterson,"Patterson, James",,"=""0446617792""","=""9780446617796""",0,4.07,Grand Central Publishing,Mass Market Paperback,445,2006,2005,,2012/05/31,4th-quarter,4th-quarter (#75),read,,,,1,0
1003985,"Epic (Epic, #1)",Conor Kostick,"Kostick, Conor",,"=""0670061794""","=""9780670061792""",0,3.96,Viking Books for Young Readers,Hardcover,384,2007,2004,,2012/05/31,4th-quarter,4th-quarter (#74),read,,,,1,0
11735983,"Insurgent (Divergent, #2)",Veronica Roth,"Roth, Veronica",,"=""0007442912""","=""9780007442911""",0,3.97,HarperCollins Children's Books,Hardcover,525,2012,2012,,2012/05/31,4th-quarter,4th-quarter (#73),read,,,,1,0
7960732,"The Big Time (Football Genius, #4)",Tim  Green,"Green, Tim",,"=""0061686190""","=""9780061686191""",0,4.36,HarperCollins,Hardcover,288,2010,2010,,2012/05/31,4th-quarter,4th-quarter (#71),read,,,,1,0
6303692,"Football Champ (Football Genius, #3)",Tim  Green,"Green, Tim",,"=""0061626899""","=""9780061626890""",0,4.34,HarperCollins,Hardcover,288,2009,2009,,2012/05/31,4th-quarter,4th-quarter (#70),read,,,,1,0
3407703,"Starclimber (Matt Cruse, #3)",Kenneth Oppel,"Oppel, Kenneth",,"=""0002007452""","=""9780002007450""",0,4.22,HarperCollins Canada,Hardcover,490,2008,2008,,2012/05/31,4th-quarter,4th-quarter (#69),read,,,,1,0
857920,Silverwing (Silverwing #1),Kenneth Oppel,"Oppel, Kenneth",David Frankland,"=""0006481795""","=""9780006481799""",0,4.07,Harper Collins,Mass Market Paperback,272,1998,1997,,2012/05/31,,,read,,,,1,0
428036,"Skybreaker (Matt Cruse, #2)",Kenneth Oppel,"Oppel, Kenneth",,"=""0060532297""","=""9780060532291""",0,4.26,Eos,Mass Market Paperback,544,2007,2005,,2012/05/31,4th-quarter,4th-quarter (#68),read,,,,1,0
428042,"Airborn (Matt Cruse, #1)",Kenneth Oppel,"Oppel, Kenneth",,"=""0060531827""","=""9780060531829""",0,4.18,HarperCollins,Mass Market Paperback,501,2005,2004,,2012/05/31,4th-quarter,4th-quarter (#67),read,,,,1,0
8112318,"The Candymakers (The Candymakers, #1)",Wendy Mass,"Mass, Wendy",,"=""0316002585""","=""9780316002585""",0,4.29,"Little, Brown Books for Young Readers",Hardcover,453,2010,2010,,2012/05/31,4th-quarter,4th-quarter (#66),read,,,,1,0
1589821,The Big Field,Mike Lupica,"Lupica, Mike",,"=""0399246258""","=""9780399246258""",0,4.11,Philomel Books,Hardcover,288,2008,2008,,2012/05/31,4th-quarter,4th-quarter (#65),read,,,,1,0
664786,Summer Ball,Mike Lupica,"Lupica, Mike",,"=""0399244875""","=""9780399244872""",0,4.17,Philomel Books,Hardcover,256,2007,2007,,2012/05/31,4th-quarter,4th-quarter (#64),read,,,,1,0
394841,Travel Team,Mike Lupica,"Lupica, Mike",,"=""0142404624""","=""9780142404621""",0,4.08,Viking Books for Young Readers,Paperback,274,2005,2004,,2012/05/31,4th-quarter,4th-quarter (#63),read,,,,1,0
28899,Heat,Mike Lupica,"Lupica, Mike",,"=""0142407577""","=""9780142407578""",0,4.00,Viking Books for Young Readers,Paperback,220,2007,2006,,2012/05/31,4th-quarter,4th-quarter (#62),read,,,,1,0
93995,Hitler Youth: Growing Up in Hitler's Shadow,Susan Campbell Bartoletti,"Bartoletti, Susan Campbell",,"=""0439353793""","=""9780439353793""",0,4.09,Scholastic,Hardcover,176,2005,2005,,2012/04/14,4th-quarter,4th-quarter (#24),read,,,,1,0
7125186,"Rivals (Baseball Great, #2)",Tim  Green,"Green, Tim",,"=""0061626929""","=""9780061626920""",4,4.34,HarperCollins,Hardcover,272,2010,2010,,2012/03/19,4th-quarter,4th-quarter (#3),read,,,,1,0
4836417,"Baseball Great (Baseball Great, #1)",Tim  Green,"Green, Tim",,"=""0061626864""","=""9780061626869""",4,4.26,HarperCollins,Hardcover,256,2009,2000,,2012/03/27,4th-quarter,4th-quarter (#2),read,,,,1,0
11237412,"Six's Legacy (Lorien Legacies: The Lost Files, #1)",Pittacus Lore,"Lore, Pittacus",,"=""""","=""""",5,4.09,HarperCollins,Kindle Edition,128,2011,2011,,2011/09/22,4th-quarter,4th-quarter (#23),read,,,,1,0
6148028,Catching Fire (The Hunger Games #2),Suzanne Collins,"Collins, Suzanne",,"=""0439023491""","=""9780439023498""",0,4.34,Scholastic Press,Hardcover,391,2009,2009,,2012/04/14,4th-quarter,4th-quarter (#22),read,,,,1,0
7260188,"Mockingjay (The Hunger Games, #3)",Suzanne Collins,"Collins, Suzanne",,"=""0439023513""","=""9780439023511""",0,4.10,Scholastic Press,Hardcover,390,2010,2010,,2012/04/14,4th-quarter,4th-quarter (#21),read,,,,1,0
2767052,The Hunger Games (The Hunger Games #1),Suzanne Collins,"Collins, Suzanne",,"=""0439023483""","=""9780439023481""",0,4.34,Scholastic Press,Hardcover,374,2008,2008,,2012/04/14,4th-quarter,4th-quarter (#20),read,,,,1,0
10429527,"Deep Zone (Football Genius, #5)",Tim  Green,"Green, Tim",,"=""0062012444""","=""9780062012449""",0,4.44,HarperCollins,Hardcover,272,2011,2011,,2012/04/14,4th-quarter,4th-quarter (#19),read,,,,1,0
12754214,Pinch Hit,Tim  Green,"Green, Tim",,"=""0062102001""","=""9780062102003""",0,4.10,HarperCollins,Kindle Edition,336,2012,2012,,2012/04/14,4th-quarter,4th-quarter (#18),read,,,,1,0
10551947,"The Outcasts (Brotherband Chronicles, #1)",John Flanagan,"Flanagan, John",,"=""0399256199""","=""9780399256196""",0,4.39,Philomel Books,Hardcover,434,2011,2011,,2012/04/14,4th-quarter,4th-quarter (#17),read,,,,1,0
3067189,"Monster Madness (Nightmare Academy, #2)",Dean Lorey,"Lorey, Dean",,"=""0061340456""","=""9780061340451""",0,4.06,HarperColl,Hardcover,256,2020,2008,,2012/04/14,4th-quarter,4th-quarter (#15),read,,,,1,0
11367726,Defending Jacob,William Landay,"Landay, William",,"=""0385344228""","=""9780385344227""",0,4.00,Delacorte Press,Hardcover,421,2012,2012,,2012/04/14,4th-quarter,4th-quarter (#14),read,,,,1,0
8306745,"A World Without Heroes (Beyonders, #1)",Brandon Mull,"Mull, Brandon",,"=""""","=""""",0,4.13,Aladdin,Hardcover,457,2011,2011,,2012/04/14,4th-quarter,4th-quarter (#13),read,,,,1,0
11254850,"Seeds of Rebellion (Beyonders, #2)",Brandon Mull,"Mull, Brandon",,"=""1416997946""","=""9781416997948""",4,4.29,Aladdin,Hardcover,483,2012,2012,,2012/04/14,4th-quarter,4th-quarter (#12),read,,,,1,0
13154952,Calico Joe,John Grisham,"Grisham, John",,"=""0385536070""","=""9780385536073""",5,3.88,Doubleday,Hardcover,198,2012,2012,,2012/04/14,4th-quarter,4th-quarter (#10),read,,,,1,0
2402971,"The Magician (The Secrets of the Immortal Nicholas Flamel, #2)",Michael Scott,"Scott, Michael",,"=""0385733585""","=""9780385733588""",5,4.10,Delacorte Press,Hardcover,464,2008,2008,,2012/01/18,,,read,,,,1,0
215059,The Master Puppeteer,Katherine Paterson,"Paterson, Katherine",Haru Wells,"=""0064402819""","=""9780064402811""",4,3.75,HarperCollins,Paperback,179,1989,1975,,2012/01/18,,,read,,,,1,0
977841,"The Alchemyst (The Secrets of the Immortal Nicholas Flamel, #1)",Michael Scott,"Scott, Michael",,"=""0385733577""","=""9780385733571""",5,3.86,Delacorte Press,Hardcover,375,2007,2007,,2012/01/18,4th-quarter,4th-quarter (#35),read,,,,1,0
45978,Eldest (The Inheritance Cycle #2),Christopher Paolini,"Paolini, Christopher",,"=""0375840400""","=""9780375840401""",5,4.04,Knopf Books for Young Readers,Paperback,704,2007,2005,,2012/03/19,,,read,,,,1,0
2248573,Brisingr (The Inheritance Cycle #3),Christopher Paolini,"Paolini, Christopher",,"=""0375826726""","=""9780375826726""",5,4.10,Alfred A. Knopf,Hardcover,748,2008,2008,,2012/03/19,,,read,,,,1,0
7664041,"Inheritance (The Inheritance Cycle, #4)",Christopher Paolini,"Paolini, Christopher",,"=""0375856110""","=""9780375856112""",5,4.16,Alfred A. Knopf,Hardcover,849,2011,2011,,2012/03/19,4th-quarter,4th-quarter (#34),read,,,,1,0
1113545,"The Candy Shop War (The Candy Shop War, #1)",Brandon Mull,"Mull, Brandon",,"=""159038783X""","=""9781590387832""",3,4.05,Shadow Mountain,Hardcover,404,2007,2007,,2012/03/19,4th-quarter,4th-quarter (#32),read,,,,1,0
16331,"Murder at the Vicarage (Miss Marple, #1)",Agatha Christie,"Christie, Agatha",,"=""1579126251""","=""9781579126254""",3,4.05,Black Dog & Leventhal Publishers,Hardcover,288,2006,1930,,2012/03/19,,,read,,,,1,0
562640,"Watching Baseball Smarter: A Professional Fan's Guide for Beginners, Semi-experts, and Deeply Serious Geeks",Zack Hample,"Hample, Zack",,"=""0307280322""","=""9780307280329""",5,3.77,Vintage,Paperback,272,2007,2007,,2012/03/19,4th-quarter,4th-quarter (#31),read,,,,1,0
9581478,"The Baseball: Stunts, Scandals, and Secrets Beneath the Stitches",Zack Hample,"Hample, Zack",,"=""030747545X""","=""9780307475459""",5,3.50,Anchor,Paperback,356,2011,2011,,2012/03/19,4th-quarter,4th-quarter (#30),read,,,,1,0
7526,The Blind Side,Michael   Lewis,"Lewis, Michael",,"=""039306123X""","=""9780393061239""",5,4.17,W. W. Norton & Company,Hardcover,304,2006,2006,,2012/03/19,4th-quarter,4th-quarter (#29),read,,,,1,0
11084145,Steve Jobs,Walter Isaacson,"Isaacson, Walter",,"=""1451648537""","=""9781451648539""",5,4.15,Simon & Schuster,Hardcover,630,2011,2011,,2012/03/19,,,read,,,,1,0
4837032,"The Roar (The Roar, #1)",Emma Clayton,"Clayton, Emma",,"=""0439925932""","=""9780439925938""",3,4.05,Chicken House,Hardcover,496,2009,2008,,2012/03/19,4th-quarter,4th-quarter (#28),read,,,,1,0
415132,The House on the Gulf,Margaret Peterson Haddix,"Haddix, Margaret Peterson",,"=""1416914064""","=""9781416914068""",2,3.70,Simon & Schuster Books for Young Readers,Paperback,201,2006,2004,,2012/03/19,,,read,,,,1,0
103983,Skeleton Key (Alex Rider #3),Anthony Horowitz,"Horowitz, Anthony",,"=""0142406147""","=""9780142406144""",3,4.07,Philomel Books,Paperback,327,2006,2002,,2012/03/19,,,read,,,,1,0
8435445,"Scorpia Rising (Alex Rider, #9)",Anthony Horowitz,"Horowitz, Anthony",,"=""""","=""""",5,4.29,Philomel Books,Hardcover,416,2011,2011,,2012/03/19,,,read,,,,1,0
57884,"Public Enemy Number Two (Diamond Brothers, #2)",Anthony Horowitz,"Horowitz, Anthony",,"=""039924154X""","=""9780399241543""",2,3.97,Philomel Books,Hardcover,190,2004,1987,,2012/03/19,,,read,,,,1,0
6566616,"Crocodile Tears (Alex Rider, #8)",Anthony Horowitz,"Horowitz, Anthony",,"=""0399250565""","=""9780399250569""",3,4.18,Philomel Books,Hardcover,385,2009,2009,,2012/03/19,,,read,,,,1,0
1821571,Snakehead (Alex Rider #7),Anthony Horowitz,"Horowitz, Anthony",,"=""1406309354""","=""9781406309355""",4,4.15,Walker Books,Hardcover,416,2007,2007,,2012/03/19,,,read,,,,1,0
94319,Ark Angel (Alex Rider #6),Anthony Horowitz,"Horowitz, Anthony",,"=""0142407380""","=""9780142407387""",4,4.12,Speak,Paperback,352,2007,2005,,2012/03/19,,,read,,,,1,0
224500,Point Blank (Alex Rider #2),Anthony Horowitz,"Horowitz, Anthony",,"=""0142406120""","=""9780142406120""",2,4.11,Penguin Puffin,Paperback,274,2001,2001,,2012/03/19,,,read,,,,1,0
175004,"Eagle Strike (Alex Rider, #4)",Anthony Horowitz,"Horowitz, Anthony",,"=""0142406139""","=""9780142406137""",4,4.12,Speak,Paperback,352,2006,2003,,2012/03/19,,,read,,,,1,0
542414,Scorpia (Alex Rider #5),Anthony Horowitz,"Horowitz, Anthony",,"=""0142405787""","=""9780142405789""",3,4.19,Puffin Books,Paperback,388,2006,2004,,2012/03/19,,,read,,,,1,0
136782,Stormbreaker (Alex Rider #1),Anthony Horowitz,"Horowitz, Anthony",,"=""014240165X""","=""9780142401651""",4,3.98,Penguin Books,Paperback,256,2004,2000,,2012/03/19,4th-quarter,4th-quarter (#27),read,,,,1,0
83369,"The Mysterious Benedict Society (The Mysterious Benedict Society, #1)",Trenton Lee Stewart,"Stewart, Trenton Lee",Carson Ellis,"=""0316057770""","=""9780316057776""",4,4.20,"Little, Brown and Company",Hardcover,486,2007,2007,,2012/03/19,4th-quarter,4th-quarter (#26),read,,,,1,0
8458018,"The Warlock (The Secrets of the Immortal Nicholas Flamel, #5)",Michael Scott,"Scott, Michael",,"=""0385735332""","=""9780385735339""",5,4.18,Delacorte Press,Hardcover,400,2011,2011,,2012/03/19,,,read,,,,1,0
6693332,"The Necromancer  (The Secrets of the Immortal Nicholas Flamel, #4)",Michael Scott,"Scott, Michael",,"=""0385905165""","=""9780385905169""",5,4.13,Delacorte Books for Young Readers,Hardcover,416,2010,2010,,2012/03/19,,,read,,,,1,0
4588949,"The Sorceress (The Secrets of the Immortal Nicholas Flamel, #3)",Michael Scott,"Scott, Michael",,"=""0385735294""","=""9780385735292""",5,4.12,Delacorte Press,Hardcover,502,2009,2009,,2012/03/19,4th-quarter,4th-quarter (#25),read,,,,1,0
3236307,"Graceling (Graceling Realm, #1)",Kristin Cashore,"Cashore, Kristin",,"=""015206396X""","=""9780152063962""",5,4.07,Harcourt,Hardcover,471,2008,2008,,2012/03/19,,,read,,,,1,0
6001758,"Fire (Graceling Realm, #2)",Kristin Cashore,"Cashore, Kristin",,"=""0575085118""","=""9780575085114""",5,4.10,Gollancz,Hardcover,334,2009,2009,,2012/03/19,,,read,,,,1,0
1025134,"Football Genius (Football Genius, #1)",Tim  Green,"Green, Tim",,"=""006112270X""","=""9780061122705""",4,4.21,HarperCollins,Hardcover,256,2007,2007,,2012/03/27,4th-quarter,4th-quarter (#1),read,,,,1,0
8971453,"Best of the Best (Baseball Great, #3)",Tim  Green,"Green, Tim",,"=""0061686220""","=""9780061686221""",4,4.33,HarperCollins,Hardcover,272,2011,2011,,2012/03/19,4th-quarter,4th-quarter (#4),read,,,,1,0
7997104,"The Wave: In Pursuit of the Rogues, Freaks, and Giants of the Ocean",Susan Casey,"Casey, Susan",,"=""0767928849""","=""9780767928847""",5,4.04,Doubleday,Hardcover,326,2010,2010,,2012/03/27,4th-quarter,4th-quarter (#5),read,,,,1,0
7721387,The Million Dollar Throw,Mike Lupica,"Lupica, Mike",Jeffrey Brick,"=""1440746486""","=""9781440746482""",5,4.15,Recorded Books,,,2010,2009,,2012/03/27,4th-quarter,4th-quarter (#8),read,,,,1,0
37537,Pitching in a Pinch: or Baseball from the Inside,Christy Mathewson,"Mathewson, Christy",Eric Rolfe Greenberg,"=""0803282125""","=""9780803282124""",4,3.69,University of Nebraska Press,Paperback,320,1994,1912,2012/03/27,2011/09/09,4th-quarter,4th-quarter (#7),read,,,,1,0
113436,Eragon (The Inheritance Cycle #1),Christopher Paolini,"Paolini, Christopher",,"=""0375826696""","=""9780375826696""",0,3.96,Alfred A. Knopf,Paperback,503,2005,2002,,2011/08/26,,,read,,,,1,0
10720733,"The Abduction (Theodore Boone, #2)",John Grisham,"Grisham, John",,"=""""","=""""",4,3.83,,Paperback,232,2011,2010,,2012/01/09,4th-quarter,4th-quarter (#38),read,,,,1,0
35038,The Firm / The Pelican Brief,John Grisham,"Grisham, John",,"=""""","=""""",0,4.20,Arrow Books,Paperback,862,1999,1995,,2012/01/09,,,read,,,,1,0
7824997,"Theodore Boone: Kid Lawyer (Theodore Boone, #1)",John Grisham,"Grisham, John",Richard Thomas,"=""0142428698""","=""9780142428696""",4,3.79,Listening Library,Audiobook,263,2010,2010,,2012/01/09,4th-quarter,4th-quarter (#39),read,,,,1,0
5347,Bleachers,John Grisham,"Grisham, John",,"=""""","=""""",3,3.53,Arrow,Paperback,229,2004,2003,,2012/01/09,4th-quarter,4th-quarter (#40),read,,,,1,0
5354,The Brethren,John Grisham,"Grisham, John",,"=""0385339674""","=""9780385339674""",4,3.77,Delta,Paperback,440,2005,2000,,2012/01/09,4th-quarter,4th-quarter (#11),read,,,,1,0
5358,The Firm,Robin Waterfield,"Waterfield, Robin",John Grisham,"=""0582418275""","=""9780582418271""",5,4.06,Addison Wesley Publishing Company,Paperback,76,2000,1991,,2012/01/09,,,read,,,,1,0
2836109,"Erak's Ransom (Ranger's Apprentice, #7)",John Flanagan,"Flanagan, John",,"=""1741662095""","=""9781741662092""",5,4.33,Random House Australia,Paperback,441,2007,2007,,2012/01/09,4th-quarter,4th-quarter (#52),read,,,,1,0
144350,"The Battle for Skandia (Ranger's Apprentice, #4)",John Flanagan,"Flanagan, John",,"=""0399244573""","=""9780399244575""",5,4.36,Viking Books for Young Readers,Hardcover,294,2008,2006,,2012/01/09,4th-quarter,4th-quarter (#51),read,,,,1,0
7592279,"The Emperor of Nihon-Ja (Ranger's Apprentice, #10)",John Flanagan,"Flanagan, John",,"=""1741664489""","=""9781741664485""",5,4.42,Random House Australia,Paperback,489,2010,2011,,2012/01/09,4th-quarter,4th-quarter (#49),read,,,,1,0
144349,"The Burning Bridge (Ranger's Apprentice, #2)",John Flanagan,"Flanagan, John",,"=""0399244557""","=""9780399244551""",5,4.31,Viking Books for Young Readers,Hardcover,262,2006,2005,,2012/01/09,4th-quarter,4th-quarter (#53),read,,,,1,0
127823,"The Icebound Land (Ranger's Apprentice, #3)",John Flanagan,"Flanagan, John",,"=""0399244565""","=""9780399244568""",5,4.24,Viking Books for Young Readers,Hardcover,266,2007,2005,,2012/01/09,4th-quarter,4th-quarter (#48),read,,,,1,0
1524173,"The Sorcerer in the North (Ranger's Apprentice, #5)",John Flanagan,"Flanagan, John",,"=""1741661285""","=""9781741661286""",5,4.28,Penguin Group (USA),Paperback,304,2009,2006,,2012/01/09,4th-quarter,4th-quarter (#50),read,,,,1,0
1814843,"The Siege of Macindaw (Ranger's Apprentice, #6)",John Flanagan,"Flanagan, John",,"=""174166134X""","=""9781741661347""",5,4.34,Puffin Books,Paperback,320,2006,2006,2012/01/09,2012/01/09,4th-quarter,4th-quarter (#46),read,,,,1,0
7624272,"The Lost Hero (The Heroes of Olympus, #1)",Rick Riordan,"Riordan, Rick",Joshua Swanson,"=""0307711773""","=""9780307711779""",4,4.30,Listening Library,Audio CD,14,2010,2010,,2012/01/09,4th-quarter,4th-quarter (#44),read,,,,1,0
60400,"The Ruins of Gorlan (Ranger's Apprentice, #1)",John Flanagan,"Flanagan, John",,"=""0142406635""","=""9780142406632""",5,4.25,Puffin Books,Paperback,249,2006,2004,,2012/01/09,4th-quarter,4th-quarter (#54),read,,,,1,0
6348045,"Halt's Peril (Ranger's Apprentice, #9)",John Flanagan,"Flanagan, John",,"=""1741663024""","=""9781741663020""",5,4.39,Random House Australia,Paperback,441,2009,2009,,2012/01/09,4th-quarter,4th-quarter (#47),read,,,,1,0
28186,"The Sea of Monsters (Percy Jackson and the Olympians, #2)",Rick Riordan,"Riordan, Rick",,"=""0786856866""","=""9780786856862""",5,4.24,Hyperion Books,Hardcover,279,2006,2006,,2012/01/09,,,read,,,,1,0
2921082,"The Maze of Bones  (The 39 Clues, #1)",Rick Riordan,"Riordan, Rick",,"=""0545060397""","=""9780545060394""",2,3.87,"Scholastic, Inc.",Hardcover,220,2008,2008,,2012/01/09,,,read,,,,1,0
5201089,"The Kings of Clonmel (Ranger's Apprentice, #8)",John Flanagan,"Flanagan, John",,"=""1741663016""","=""9781741663013""",5,4.30,Random House,Paperback,320,2010,2008,,2012/01/09,4th-quarter,4th-quarter (#45),read,,,,1,0
411300,Men of Salt: Crossing the Sahara on the Caravan of White Gold,Michael Benanav,"Benanav, Michael",,"=""1592287727""","=""9781592287727""",5,3.99,Lyons Press,Hardcover,256,2006,2006,,2012/01/09,,,read,,,,1,0
4502507,"The Last Olympian (Percy Jackson and the Olympians, #5)",Rick Riordan,"Riordan, Rick",,"=""""","=""""",5,4.55,,Audio CD,11,2009,2009,,2012/01/09,,,read,,,,1,0
561456,"The Titan’s Curse (Percy Jackson and the Olympians, #3)",Rick Riordan,"Riordan, Rick",,"=""""","=""""",5,4.37,Puffin Books,Kindle Edition,352,2007,2007,,2012/01/09,,,read,,,,1,0
11513987,The Missing Collection by Margaret Peterson Haddix: Found; Sent; Sabotaged; Torn,Margaret Peterson Haddix,"Haddix, Margaret Peterson",,"=""1442443286""","=""9781442443280""",3,4.40,Simon & Schuster Books for Young Readers,Kindle Edition,885,2011,2011,2011/10/19,2011/10/17,,,read,,,,1,0
16705,Summerland,Michael Chabon,"Chabon, Michael",,"=""0606292551""","=""9780606292559""",5,3.57,Demco Media,Library Binding,500,2004,2002,,2011/10/19,,,read,,,,1,0
